id,glasses
4501,0.9966724971239251
4502,0.9967597235455463
4503,0.9977873800026671
4504,0.9982926255210701
4505,0.9964595686789909
4506,0.9969219911745049
4507,0.9988793380650915
4508,0.998941027053235
4509,0.9980582063827168
4510,0.9985991558024089
4511,4.654848198761526e-05
4512,0.0002878219367901144
4513,0.00026862857189932947
4514,0.041320150145989
4515,0.9986618945766482
4516,0.0004626390047083902
4517,0.9963395689111516
4518,0.0018458618577094855
4519,0.0027288405941089983
4520,0.007969463748411234
4521,0.9951533309363437
4522,0.9985329446752799
4523,0.001387185921585172
4524,0.9977882799213522
4525,0.9969532899662366
4526,0.9979481244879448
4527,0.9969584647051238
4528,0.0007068231270820074
4529,0.9970056302364043
4530,0.014649310946183772
4531,0.9986670993959195
4532,0.9973982978940785
4533,0.0004131140820428292
4534,0.0012419749414596228
4535,0.9977018736535291
4536,0.9982647459670084
4537,0.00010152171346136711
4538,0.001269928892224548
4539,0.9981353284414087
4540,0.997692354811273
4541,0.9942239740154273
4542,0.9960347603412368
4543,0.9978296454862943
4544,0.9980292385037041
4545,0.9942397129469921
4546,0.0001561051866670767
4547,0.0017609635578610177
4548,0.0007282386476768197
4549,0.9919305979980134
4550,0.9972715406703664
4551,0.9969851483797622
4552,0.9986092101632559
4553,0.9989187151474365
4554,0.9989144000651722
4555,0.001520624425539388
4556,0.9967736825978248
4557,0.9966697343084375
4558,0.9961065294825631
4559,0.9975678593531425
4560,0.9981625304842195
4561,0.0002718942773615476
4562,0.005404354180057931
4563,0.003053499246215401
4564,0.9955902553418335
4565,0.9966526075013852
4566,0.9979731004708845
4567,0.0015850895444837838
4568,0.9961993728446162
4569,0.9965454212110476
4570,0.0012060821044899658
4571,0.9991962055052322
4572,0.0002777127604010934
4573,0.9979176992891449
4574,0.9984723918180994
4575,0.9984056182854841
4576,0.9986338694194548
4577,0.0003010167685105297
4578,0.9973674579718088
4579,0.9982819935145405
4580,0.0005361154177105401
4581,0.9978550035137117
4582,0.9986937619570107
4583,0.9979392471073517
4584,0.001084463003260552
4585,0.00034481131505352357
4586,0.9974390445007084
4587,0.9958189441680755
4588,0.9988927078480978
4589,0.9986594514254611
4590,0.9989437154337663
4591,0.9965124397835332
4592,0.00013854917077025483
4593,0.005551939125803744
4594,0.9978396572334268
4595,0.0030594504047707026
4596,0.9979307799435702
4597,0.9966630817092066
4598,0.997940778225562
4599,0.0018998548101654108
4600,0.0019727855467931454
4601,0.9974484306851096
4602,0.9983820046319068
4603,0.998406995282951
4604,0.9938859573486204
4605,0.9966108811537183
4606,0.00012007758846209261
4607,0.9963758180092516
4608,0.9982894075975839
4609,0.0003662958599204703
4610,0.0131313073546785
4611,0.996840161367907
4612,0.004881843246119399
4613,0.9980864734260221
4614,0.9989052258732531
4615,0.9991693838903906
4616,0.0002646377468645426
4617,0.996569943199398
4618,0.9976878416554512
4619,0.9976780875297802
4620,0.0006817509542342213
4621,0.001730363216148811
4622,0.9985864714059651
4623,0.9992486207081722
4624,0.9963734211629212
4625,0.9982217169478034
4626,0.9951589692987431
4627,0.9979928312426414
4628,0.9978246633437549
4629,0.0028955815694344973
4630,0.9984486210043173
4631,0.9977817974910889
4632,0.9982000060876678
4633,0.9991426836953085
4634,0.9969783440472932
4635,0.9992395045921533
4636,0.9987339520581595
4637,0.9972405576384025
4638,0.000513364776048849
4639,0.9984749259722852
4640,0.998766834756136
4641,0.9966629625734081
4642,0.9980888617747325
4643,0.0007810932272768234
4644,0.9972817255984124
4645,0.9969920643486241
4646,0.9962694645308695
4647,0.9973860091012173
4648,0.010310338265631255
4649,8.190660897742015e-05
4650,0.9987180004034021
4651,0.997763195672361
4652,0.9970788545187461
4653,0.9976755443945774
4654,0.9975627775693331
4655,0.9985497255519286
4656,0.0018958264168954656
4657,0.9986730846921313
4658,0.0004419540334627269
4659,0.9990768251356951
4660,0.9982063721793552
4661,0.9974432289596694
4662,0.9964722914612675
4663,0.0007393415031518349
4664,0.9977688585425779
4665,0.00013916744153810124
4666,0.9990796999493341
4667,0.00022759930509144098
4668,0.9956573256226305
4669,0.9976835187285444
4670,0.9979893964396519
4671,0.00013383657861627032
4672,0.997893906442593
4673,0.9983955113815991
4674,0.0005357659849249875
4675,0.99846430433315
4676,0.997116109310738
4677,0.9986069925532655
4678,0.9981938870103569
4679,0.001242673330383648
4680,0.0004055247122385339
4681,7.619145368193766e-06
4682,0.9973664403193616
4683,0.9974751946567573
4684,0.996909940669544
4685,0.9990019750135902
4686,0.9982772030141822
4687,9.820880025327388e-05
4688,0.002718464629438745
4689,0.00028992920657260914
4690,0.9975728454977687
4691,0.9988363771929551
4692,0.9988102366601062
4693,0.0015611606041005582
4694,0.998054779674078
4695,0.0012562305984529583
4696,0.9947462054231704
4697,0.9975004360781125
4698,0.001428669311491031
4699,0.0006458421813788813
4700,0.9972087430220828
4701,0.0031556862411042117
4702,0.9982185094835337
4703,0.9989941938368774
4704,0.9981231873488731
4705,0.9934602361723113
4706,0.9978498076292813
4707,0.000293364394540296
4708,0.9985784567235287
4709,7.813785986457252e-05
4710,0.002129822895365252
4711,0.9980472367408266
4712,0.9975252656935935
4713,0.0006391664267461183
4714,0.997801448466435
4715,0.9985195417090216
4716,0.9984837248109429
4717,0.9916271312574739
4718,0.011869126572760715
4719,0.0004892996030251907
4720,0.0010730162609600435
4721,0.9987561171385373
4722,0.0
4723,0.9973434248056515
4724,0.999201433055444
4725,0.9950673982474916
4726,0.9961742202361087
4727,0.002842688628332724
4728,0.998729083616214
4729,0.9954631126690607
4730,0.0024801555665408563
4731,0.997405252595765
4732,0.9971454879895616
4733,3.439919807035825e-05
4734,0.9981447564164037
4735,0.9980664711689909
4736,0.9947937049760088
4737,0.000533141845675546
4738,0.9942288310010209
4739,0.9980562602501408
4740,0.9981655456830476
4741,0.9988296976722262
4742,0.0011400207165184013
4743,0.99836865347824
4744,0.9982908776439587
4745,0.9976317652496266
4746,0.013965153429517688
4747,0.9972598524624032
4748,0.12272429963058364
4749,0.9966845289263875
4750,0.999538909386753
4751,0.9989238403453974
4752,0.9944087050893624
4753,0.9960768583277123
4754,0.9988075507286336
4755,0.00021966725983313317
4756,0.9981309792103156
4757,0.9980989910896267
4758,0.999166824214406
4759,0.9975479401129745
4760,0.999763947777347
4761,0.999325973855848
4762,0.9976006367616873
4763,0.9984782315796378
4764,2.765697449337198e-05
4765,0.9985938909569781
4766,0.9942949183446006
4767,0.0007906423476015431
4768,0.0002711457698678492
4769,0.9988520132080242
4770,0.9949475045965078
4771,0.9961699658638962
4772,0.9978204399401085
4773,0.0004872029175298952
4774,0.9969276453932885
4775,0.9979920704256956
4776,0.0005086573053585163
4777,0.9919399110134264
4778,0.002097254369835325
4779,0.0014124925737762346
4780,0.9981790889097301
4781,0.00047267235570709544
4782,0.9974546479262307
4783,0.9986237359718756
4784,0.999254288914847
4785,0.9928530323772151
4786,0.998983223795072
4787,0.9958464585911934
4788,0.9994801116670424
4789,0.9975573969272248
4790,0.9994116061481649
4791,0.9957804897755013
4792,0.9947523348757429
4793,0.00032461437368461844
4794,0.0016974333997961547
4795,0.00017362940342078675
4796,0.000766552265331691
4797,0.0011028790832755067
4798,0.9985323653485654
4799,0.9969515960419689
4800,0.0015837868303820537
4801,0.9970186925489518
4802,0.9977865366268149
4803,0.00022876142745561036
4804,0.9940571571459447
4805,0.9969709942028329
4806,0.9981162742352072
4807,0.0006697615183784473
4808,0.998631574088882
4809,0.9979137041323302
4810,0.998297542256376
4811,0.9965766842929641
4812,0.001505616774514608
4813,0.9985168168320248
4814,0.9980284697493125
4815,9.810654391043721e-05
4816,1.3170676948066248e-05
4817,0.0037656310103251884
4818,0.9982863537408206
4819,0.9992597440757678
4820,0.9967912426835229
4821,0.00028522262224683887
4822,0.0010834692083353545
4823,0.9986647374145536
4824,0.997998867442781
4825,0.9980939059081311
4826,0.9955335681192452
4827,0.9977653837565992
4828,0.9977270804290612
4829,0.0001521882435526427
4830,0.0011602365905957364
4831,0.9962251349419087
4832,0.9981904322492026
4833,0.9946483259722118
4834,0.9937364088223488
4835,0.0013758801942653014
4836,0.0007151017586903051
4837,0.9988961572961248
4838,0.00033048917548074295
4839,0.0018670166631583967
4840,0.9982598272607194
4841,0.9983643682712029
4842,0.9983075977096227
4843,0.9969756904166724
4844,0.0015425060959155651
4845,0.998852100739573
4846,0.9973351787653312
4847,0.9970791504499555
4848,0.025114234203636003
4849,0.0009741645175498975
4850,0.0005801957150413496
4851,0.997689682647321
4852,0.9972218538167196
4853,0.9982399432554651
4854,0.9973488840931006
4855,0.9950233382732191
4856,0.9987001555735701
4857,0.9983659747715337
4858,0.998583572258816
4859,0.9983911127863683
4860,0.998899674995819
4861,0.00023902186550155854
4862,0.997131912064826
4863,0.9987570931336992
4864,0.0003502726635085371
4865,0.0039289169346953465
4866,0.0010802667880737127
4867,0.0006972094722929627
4868,0.9985633448603565
4869,0.9990180431300113
4870,0.0005928842168078662
4871,0.9979821801504833
4872,0.0008700672291056437
4873,0.9983562421989604
4874,0.9925677932971776
4875,0.9988983384195985
4876,0.9988591914809073
4877,0.9977289428365989
4878,0.9987160587228612
4879,0.9972902722524393
4880,0.9933446774614318
4881,0.9983362145603594
4882,0.9937932480245543
4883,0.9991708409858621
4884,0.9962551260825963
4885,0.9976061823520754
4886,0.9976587803266838
4887,0.00011951984916397621
4888,0.0005436404075330565
4889,0.00023098952906338972
4890,0.9963827219416377
4891,0.9988581485904301
4892,0.9989288346293994
4893,0.0005155627072815475
4894,0.0007519780143399636
4895,0.00043101012205121344
4896,0.9979560543530172
4897,0.9944290825403767
4898,0.0015528899425642818
4899,0.9988759711363864
4900,0.9903756267956119
4901,0.9983418196764271
4902,0.9971489439183419
